lng,lat,farm,secret,server,ident
-117.668415,33.872788,9,e867cbf9c9,8361,8335943068
-117.668415,33.872788,9,ba84d1bf54,8364,8335937340
-117.668415,33.872788,9,bcfe02a4eb,8358,8334876639
-117.668415,33.872788,9,824bee95d6,8353,8334892083
-117.668415,33.872788,9,d1eec7cc12,8075,8334893033
-117.668415,33.872788,9,cde5a654fb,8076,8335948612
-117.668415,33.872788,9,567e909c40,8071,8335939396
-117.668415,33.872788,9,ce4f3b3010,8220,8334897003
-117.668415,33.872788,9,cdbc3b6f08,8076,8334879493
-117.668415,33.872788,9,0a59f4cb16,8074,8335957254
-117.668415,33.872788,9,81bb2c7735,8083,8335944012
-117.668415,33.872788,9,62c64924a5,8222,8334878437
-117.668415,33.872788,9,c530db7c2a,8214,8334881817
-117.668415,33.872788,9,76e639106f,8222,8335948256
-117.668415,33.872788,9,5cc1282795,8071,8335941406
-117.668415,33.872788,9,a1232bce61,8078,8334907253
-117.668415,33.872788,9,3f76861499,8084,8334880951
-117.668415,33.872788,9,54a8d216d2,8351,8335936750
-117.668415,33.872788,9,4ebff56621,8351,8335957956
-117.668415,33.872788,9,75dd5d6f8b,8211,8335959368
-117.668415,33.872788,9,0a4750a50d,8222,8334897429
-117.668415,33.872788,9,073a086e14,8082,8335928938
-117.668415,33.872788,9,a76204368d,8071,8335946712
-117.668415,33.872788,9,ba2ecba11e,8076,8335949722
-117.668415,33.872788,9,ae2ee20f7c,8500,8335956758
-117.668415,33.872788,9,100fcf0334,8496,8334885631
-117.668415,33.872788,9,ed9623b0f1,8492,8334898923
-117.668415,33.872788,9,634137b74f,8084,8334881535
-117.668415,33.872788,9,87d9708f91,8503,8334880585
-117.668415,33.872788,9,d2d1d5d035,8073,8334896475
-117.668415,33.872788,9,ef3969e49a,8353,8335958284
-117.668415,33.872788,9,00861f3db4,8217,8334906543
-117.668415,33.872788,9,7e3fb9ea52,8213,8334904299
-117.668415,33.872788,9,4e6a60ce47,8494,8335949500
-117.668415,33.872788,9,22f3e167ae,8502,8335943306
-117.668415,33.872788,9,e874de3ed2,8351,8334903309
-117.668415,33.872788,9,29cedf31bf,8221,8334904831
-117.668415,33.872788,9,39272b98a0,8071,8334873629
-117.668415,33.872788,9,e20c528e04,8352,8335934668
-117.668415,33.872788,9,c95518f427,8212,8334886329
-117.668415,33.872788,9,1414fb9fb0,8497,8334890651
-117.668415,33.872788,9,32b4a417b7,8214,8334881237
-117.668415,33.872788,9,225d5fab36,8491,8335960134
-117.668415,33.872788,9,a9cb1de0db,8501,8335952140
-117.668415,33.872788,9,e2b29c3445,8076,8335933380
-117.668415,33.872788,9,07772f5328,8494,8334887753
-117.668415,33.872788,9,cd0105e74c,8497,8334878737
-117.668415,33.872788,9,d2bddf6291,8074,8335937558
-117.668415,33.872788,9,bf2647325e,8504,8334901257
-117.668415,33.872788,9,7cc741b15f,8211,8334891025
-117.668415,33.872788,9,7b43a89c65,8498,8335955248
-117.668415,33.872788,9,b94959bbed,8499,8334897201
-117.668415,33.872788,9,e5dd9b2270,8502,8334906081
-117.668415,33.872788,9,2a9045fc33,8500,8334896147
-117.668415,33.872788,9,ce613817db,8082,8335928606
-117.668415,33.872788,9,ee01e305a8,8219,8335934292
-117.668415,33.872788,9,9680581a4e,8221,8334893573
-117.668415,33.872788,9,688a70a10a,8214,8335950798
-117.668415,33.872788,9,e41e796999,8500,8335948904
-117.668415,33.872788,9,6e5afd9417,8352,8334883567
-117.668415,33.872788,9,673ae57c0d,8504,8335930556
-117.668415,33.872788,9,b9afc7a93b,8084,8334872547
-117.668415,33.872788,9,d16e71f285,8083,8334891491
-117.668415,33.872788,9,5dc019bf8e,8076,8335941056
-117.668415,33.872788,9,25c38355c0,8220,8335949944
-117.668415,33.872788,9,16a9943a6a,8502,8335934044
-117.668415,33.872788,9,6a71692e2a,8359,8335939598
-117.668415,33.872788,9,6a4203ab2b,8073,8334887381
-117.668415,33.872788,9,d60642e098,8217,8334898575
-117.668415,33.872788,9,d92a4be6f8,8072,8335959870
-117.668415,33.872788,9,209e3711cd,8351,8335946908
-117.668415,33.872788,9,c49233c8dc,8075,8335951904
-117.668415,33.872788,9,36a3164c1e,8355,8335932286
-117.668415,33.872788,9,25154236a7,8357,8334878217
-117.668415,33.872788,9,df2f4c3fc8,8501,8334888195
-117.668415,33.872788,9,95ecafc719,8214,8334883785
-117.668415,33.872788,9,be7fcb5434,8353,8335960632
-117.668415,33.872788,9,c38837fb50,8080,8335930040
-117.668415,33.872788,9,089f210639,8352,8334893271
-117.668415,33.872788,9,3c8ef4c48c,8351,8334882217
-117.668415,33.872788,9,e1893c0d5b,8084,8334886503
-117.668415,33.872788,9,d9254937f5,8221,8334890457
-117.668415,33.872788,9,5b929a25cc,8502,8335931336
-117.668415,33.872788,9,94efe3c157,8493,8334880149
-117.668415,33.872788,9,eb56c135ef,8362,8334882861
-117.668415,33.872788,9,675765e99b,8222,8334884013
-117.668415,33.872788,9,2c8bd96ac0,8219,8335954772
-117.668415,33.872788,9,4b72ebd10a,8081,8335933586
-117.668415,33.872788,9,74fbc213f3,8213,8335927486
-117.668415,33.872788,9,049a45298f,8211,8334885999
-117.668415,33.872788,9,c944cdc2de,8211,8334905355
-117.668415,33.872788,9,6da7a62dfb,8222,8334872259
-117.668415,33.872788,9,cc7f54c43e,8218,8335956458
-117.668415,33.872788,9,fd8b028f0c,8073,8335946106
-117.668415,33.872788,9,9e2e26e436,8496,8335928176
-117.668415,33.872788,9,23af441ea2,8215,8334901703
-117.668415,33.872788,9,d5f34974ac,8213,8334851381
-117.668415,33.872788,9,48a720653a,8362,8335903950
-117.668415,33.872788,9,2ac1756b0a,8357,8334855799
-117.668415,33.872788,9,1271712101,8081,8335916750
-117.668415,33.872788,9,fdf5ea9bf3,8358,8334864009
-117.668415,33.872788,9,c8f072479f,8356,8335904222
-117.668415,33.872788,9,bcd1b78a9c,8494,8334859983
-117.668415,33.872788,9,0906b961b7,8352,8335915662
-117.668415,33.872788,9,65fb424e71,8076,8334854749
-117.668415,33.872788,9,7b252e143a,8501,8334866537
-117.668415,33.872788,9,8fe40bc569,8354,8335909846
-117.668415,33.872788,9,0da92ed487,8073,8334870329
-117.668415,33.872788,9,8fc1a5c32f,8214,8334854381
-117.668415,33.872788,9,d502ba1770,8220,8334856495
-117.668415,33.872788,9,0551ba7c95,8083,8334863783
-117.668415,33.872788,9,ddafd550dc,8218,8335916152
-117.668415,33.872788,9,e00ef18671,8217,8334859257
-117.668415,33.872788,9,cb43c86b03,8216,8335914018
-117.668415,33.872788,9,080d6b37c0,8496,8335904448
-117.668415,33.872788,9,fd70be9241,8080,8334849029
-117.668415,33.872788,9,00d65bbae4,8220,8335918674
-117.668415,33.872788,9,b2fefd5220,8215,8335924888
-117.668415,33.872788,9,92e36a238c,8220,8335923272
-117.668415,33.872788,9,76aa9af17b,8352,8334865849
-117.668415,33.872788,9,fb464b6d1d,8494,8334871585
-117.668415,33.872788,9,72536de49a,8359,8334865235
-117.668415,33.872788,9,00bc982559,8358,8334867181
-117.668415,33.872788,9,63b1691f8c,8493,8334852607
-117.668415,33.872788,9,705bdb0be6,8491,8334858119
-117.668415,33.872788,9,e64659e755,8500,8334871229
-117.668415,33.872788,9,232d2112a0,8497,8334850609
-117.668415,33.872788,9,048dbc7ddd,8073,8335911858
-117.668415,33.872788,9,f7058b137f,8499,8334858375
-117.668415,33.872788,9,5e8bae7b16,8075,8335916994
-117.668415,33.872788,9,f1164a3460,8498,8334853175
-117.668415,33.872788,9,3bb7fc8b06,8213,8335915442
-117.668415,33.872788,9,94231afe4b,8215,8334867383
-117.668415,33.872788,9,cb138fd3a3,8216,8335917966
-117.668415,33.872788,9,2d326b75fa,8503,8335919066
-117.668415,33.872788,9,92aa3e8ed9,8498,8334848717
-117.668415,33.872788,9,5ab606092f,8224,8335913484
-117.668415,33.872788,9,088c916f95,8081,8334866109
-117.668415,33.872788,9,5f2f9fcfc6,8212,8334853629
-117.668415,33.872788,9,b7bbaa5a56,8491,8335917726
-117.668415,33.872788,9,c903864541,8071,8334867725
-117.668415,33.872788,9,52f06f1e52,8351,8334869121
-117.668415,33.872788,9,e95f3604bd,8071,8335906220
-117.668415,33.872788,9,2e5d41d6cd,8212,8335922546
-117.668415,33.872788,9,73c17941ab,8211,8334851123
-117.668415,33.872788,9,c74aaa3dfc,8074,8334864559
-117.668415,33.872788,9,0ce01536f9,8215,8334853403
-117.668415,33.872788,9,55234c5552,8072,8335923896
-117.668415,33.872788,9,a6fc7189ba,8492,8335926154
-117.668415,33.872788,9,f8f5375f68,8496,8335913224
-117.668415,33.872788,9,eaa811174c,8082,8335917232
-117.668415,33.872788,9,e8d3f3956d,8082,8334868557
-117.661426,33.937494,9,560dc9fa78,8231,8529083747
-117.661392,33.937438,9,f2be48dbd6,8087,8529071447
-117.668415,33.872788,9,b919680585,8353,8334876073
-117.668415,33.872788,9,8fc23a3e5e,8076,8334889255
-117.668415,33.872788,9,2f7a714cc8,8215,8335949246
-117.668415,33.872788,9,9f76c63816,8076,8335929620
-117.668415,33.872788,9,7396f04285,8363,8335932030
-117.668415,33.872788,9,836d9d2905,8223,8335958946
-117.668415,33.872788,9,f83fa1ccfa,8216,8334874987
-117.668415,33.872788,9,a8f1cccabf,8079,8335952450
-117.668415,33.872788,9,a2b80dd0be,8073,8334870765
-117.668415,33.872788,9,009bdee92b,8492,8334856269
-117.668415,33.872788,9,7f66dbb830,8352,8334853903
-117.668415,33.872788,9,96df84c4b7,8352,8335917464
-117.768,33.869166,3,88b1686113,2839,9444643921
-117.816369,33.88845,4,121095f49a,3716,9406696704
-117.7901,33.8797,8,a5362ca6fd,7333,9399100474
-117.751851,33.865068,6,0d1e87a709,5481,9388071342
-117.832266,33.857684,8,cc01f3237a,7431,9353095072
-117.832266,33.857684,8,9cf03d55b4,7336,9350324269
-117.838156,33.919547,8,33284f396c,7345,9348140118
-117.838281,33.919522,4,12693c8dd5,3766,9348141602
-117.7655,33.859833,3,7b5c07c0d0,2827,9345942548
-117.838593,33.919603,8,95111bd55e,7358,9336366953
-117.834903,33.919327,6,974e04d911,5322,9336368301
-117.837724,33.919077,8,b4f0c85c84,7288,9339169140
-117.838593,33.919603,4,9e2b5d11f1,3785,9336384537
-117.837971,33.919292,8,1da7da0d26,7449,9339171732
-117.837971,33.919292,6,71e030ee4b,5467,9339156536
-117.813576,33.888283,3,b8ee128f32,2872,9332834070
-117.790025,33.860183,4,fda4007e97,3692,9331065756
-117.787759,33.859372,3,40c0fddb70,2812,9328274701
-117.78782,33.859683,3,59de2237aa,2866,9323983457
-117.791944,33.858335,4,4416d292fc,3764,9321546827
-117.791944,33.858317,8,220e60b0c1,7336,9321398595
-117.791751,33.858388,3,176c43f8f0,2805,9324128964
-117.791817,33.861264,6,fbcbf236fd,5329,9319819616
-117.837,33.887,4,e2cbe5d9b4,3826,9316425635
-117.836834,33.887333,3,d700a1e736,2852,9319206864
-117.836834,33.887,8,a9c84a437f,7329,9316420747
-117.836834,33.887,4,a04a2906da,3688,9319220770
-117.837,33.887,4,c493e9e4ae,3742,9319211252
-117.836834,33.887,3,507b0d68c3,2886,9319218298
-117.836834,33.887,6,c5b2cc7b68,5502,9316428009
-117.837,33.887,8,947ca8e848,7415,9316434691
-117.836834,33.887166,8,4c1ee31516,7414,9319202402
-117.836834,33.887166,3,6b67ebfa4b,2809,9316416663
-117.800617,33.858277,8,979b57e5fc,7367,9309519403
-117.686976,33.87174,6,0a08bf9b41,5485,9302003477
-117.832989,33.874075,3,824fd5b8e4,2847,9282776009
-117.813971,33.890447,3,7a97e26c06,2894,9281481925
-117.789559,33.85752,3,55cc39dec5,2867,9271087941
-117.819442,33.889013,4,1d13811f79,3826,9264594686
-117.791817,33.861264,6,f99c27073a,5324,9254155432
-117.773153,33.864138,3,e86ab6b351,2886,9252569994
-117.769667,33.8685,4,c6b4e0baa2,3734,9235012627
-117.769609,33.868331,4,f5e783d663,3672,9235019875
-117.769637,33.86837,6,5d3df44642,5493,9236291518
-117.8255,33.895,4,51beb582c3,3693,9213207210
-117.8255,33.895,8,b005d6c293,7356,9213208564
-117.8255,33.895,6,48785e8d12,5524,9210424897
-117.8255,33.895,4,26ac1258d0,3761,9210428569
-117.836924,33.920188,6,6361fd49cf,5498,9199220623
-117.838121,33.920304,6,37f4a84d47,5539,9191819679
-117.7265,33.862666,8,f7bd273ea1,7455,9177807959
-117.726834,33.862666,4,932e85f61b,3682,9180024356
-117.7265,33.862666,8,97d42e79ed,7385,9177810089
-117.7265,33.862666,4,e2884fa1b8,3802,9177808563
-117.818666,33.889166,8,b0e4f25d63,7456,9167738451
-117.818333,33.8895,8,878b0310d8,7307,9169947408
-117.818666,33.8895,8,b6db2b152b,7411,9169954088
-117.8175,33.889166,4,5469baaaf2,3679,9167715175
-117.8185,33.8895,3,7cdbe6ff45,2812,9167728057
-117.819666,33.889,8,ebe868c6db,7438,9169920830
-117.818666,33.8895,8,848caf41f2,7452,9167732249
-117.819666,33.889,8,d11b300f2d,7333,9169919346
-117.8175,33.889166,4,04423e0ddb,3687,9167716307
-117.818333,33.8895,8,a9ebbae9d0,7345,9167705901
-117.818333,33.889333,4,9fe79a403c,3746,9169937958
-117.819,33.889333,3,db71ddea23,2833,9169951524
-117.818333,33.8895,4,edbcc9865c,3819,9167725205
-117.819,33.889166,8,6a89263942,7281,9167702567
-117.8175,33.889166,3,d532aef49d,2879,9169934536
-117.819666,33.889166,6,f28b40f529,5335,9169912838
-117.819666,33.889,3,fa9fce8fa2,2859,9169914100
-117.79,33.879666,3,e9f17856c2,2893,9167688669
-117.819666,33.889,6,cdf39478d8,5506,9167696069
-117.8185,33.889333,4,3c62fe14e5,3772,9167737123
-117.8175,33.889166,8,dcc95f4b2f,7369,9167709195
-117.819666,33.889,8,df820be3fb,7313,9167694737
-117.819666,33.889166,3,ab296cda21,2838,9169911516
-117.818833,33.889333,3,cafb21535b,2855,9167740895
-117.818,33.8895,8,f5a46fd167,7437,9167718539
-117.8175,33.889166,4,e4a5d04b7e,3733,9169930728
-117.819,33.889333,8,0ed7749555,7434,9167729535
-117.819333,33.889,8,bb667a1d0c,7338,9167701307
-117.8175,33.889166,6,ef832fea52,5329,9167712753
-117.818833,33.889333,3,034b1a0ae3,2841,9167703951
-117.818,33.8895,4,b4c39a1f8e,3788,9169940306
-117.818666,33.889166,3,cdf86a6414,2874,9167739563
-117.818333,33.889333,8,4df4b74b81,7288,9167708165
-117.79,33.879666,6,4bbd6101d3,5483,9169910436
-117.818333,33.8895,3,130e9342f9,2817,9169943360
-117.819666,33.889,8,fcdffd47d2,7433,9169918068
-117.8185,33.889166,4,8ede3256bd,3824,9167734739
-117.818333,33.889666,8,fe4f6690d0,7414,9169842030
-117.818333,33.889666,4,c2ca16f9b5,3813,9169840238
-117.818333,33.8895,6,1a639ebe43,5478,9169847134
-117.818,33.889333,3,6b9ebb1136,2882,9169836012
-117.818,33.8895,6,2291090403,5484,9169838328
-117.818333,33.889666,6,79bb2f2a34,5482,9169843514
-117.818333,33.8895,3,dabba3f40c,2805,9167625131
-117.818333,33.8895,4,8e63d30c43,3688,9167623677
-117.8175,33.889166,4,60b01d730e,3830,9167608553
-117.8175,33.889166,6,24bef92486,5462,9167607279
-117.817333,33.889166,3,e763eab494,2877,9169824492
-117.817333,33.889166,4,66e73ca64d,3687,9167604755
-117.818,33.889333,4,929110983f,3819,9169834826
-117.817333,33.889166,6,e7265dbce0,5503,9169827136
-117.818666,33.889333,8,5902fe8964,7319,9169823304
-117.817666,33.889333,6,0c49bc20d1,5329,9167612285
-117.822664,33.853286,3,d2135f0449,2838,9155493305
-117.819442,33.889013,4,635eaec8a7,3758,9156680578
-117.819442,33.889013,4,fcfb440124,3668,9154435583
-117.77329,33.86526,3,5f17af249a,2880,9113866924
-117.832989,33.874075,4,129f546662,3820,9109350941
-117.818612,33.888611,4,0dc7dba645,3823,9081910504
-117.818889,33.889722,6,7c4a82d003,5544,9079705473
-117.818889,33.889722,8,743fc245a3,7396,9079704261
-117.818889,33.889444,8,0df744c286,7301,9079748413
-117.817778,33.889444,4,8712f08c05,3742,9079762559
-117.818889,33.889444,8,93a06f6ba9,7318,9079753701
-117.818612,33.888611,3,9e7a2d6e45,2871,9081913964
-117.818889,33.889722,4,67c62174c7,3833,9081934070
-117.818612,33.888888,6,149e2ae498,5479,9081896784
-117.818889,33.889444,4,6a8501f853,3728,9079724783
-117.818612,33.888611,6,46ab11e8ce,5476,9079692979
-117.818889,33.889722,4,c79104ed86,3712,9079718169
-117.818612,33.888611,3,001d315021,2844,9081900880
-117.818612,33.888611,6,cb42a6bd57,5324,9081902038
-117.818612,33.888888,6,434c988511,5441,9081958652
-117.818612,33.888888,6,f4f48fb929,5326,9081959174
-117.817778,33.889444,4,a4d233448f,3741,9081979706
-117.818889,33.889444,4,0e78113044,3830,9081950538
-117.818889,33.889722,8,6e34ea3a5c,7306,9081898864
-117.818889,33.889722,8,1ce84ba3cf,7403,9079665907
-117.818889,33.889722,4,d548f54e65,3796,9079677031
-117.818612,33.888888,3,2d5c2feb96,2879,9081963200
-117.817778,33.889444,8,2466545e21,7460,9081983030
-117.817778,33.889444,6,a2094f0389,5519,9079760497
-117.818889,33.889444,4,c456137934,3830,9081922134
-117.818889,33.889722,6,ca3e6bfce8,5469,9081935072
-117.818889,33.889722,8,22e82e6a82,7316,9081940752
-117.818889,33.889444,3,692fa54003,2892,9081882222
-117.818889,33.889444,3,0c1483d08b,2869,9081883362
-117.817778,33.889444,8,716fe4a1fa,7403,9081986814
-117.818889,33.889722,3,1696923334,2894,9081932540
-117.818889,33.889722,4,b4068edb98,3724,9079734619
-117.818889,33.889722,8,bc03c040ca,7352,9081940130
-117.818889,33.889444,4,ae26d6bc17,3701,9079661361
-117.817778,33.889444,8,abbf3376c4,7292,9079765461
-117.819167,33.889166,3,6765486b78,2819,9081880262
-117.818889,33.889722,4,55dc945f05,3783,9079706177
-117.818889,33.889722,6,f0847a42e9,5519,9081968496
-117.818889,33.889722,4,2fb29160cd,3700,9079715967
-117.818889,33.889444,4,30e4b1f915,3738,9081976750
-117.818612,33.888611,6,d2ab45bd21,5517,9081916654
-117.817778,33.889444,4,1b069aa8e4,3704,9079766335
-117.818612,33.888611,4,3e15613b88,3760,9081956998
-117.818889,33.889722,4,ea12c8439c,3806,9081943272
-117.818889,33.889722,8,7da2dd874d,7337,9081938104
-117.818889,33.889444,8,d64b2c0f32,7344,9081917316
-117.818889,33.889722,4,c79c59f786,3821,9079708263
-117.818612,33.888611,8,7a1b986f57,7443,9081906172
-117.818612,33.888611,8,66c63d7002,7429,9079686153
-117.818612,33.888611,8,1ff5e725e5,7320,9081912760
-117.818612,33.889166,3,2d71e8ea33,2880,9081891934
-117.818889,33.889722,4,f4811b17ff,3678,9081938616
-117.818612,33.888611,6,651ac4e904,5498,9081909928
-117.818889,33.889444,6,e86585ec36,5341,9079732885
-117.818889,33.889722,8,76d1a55fa4,7460,9079722241
-117.818889,33.889722,6,46a98128c1,5455,9081889882
-117.818889,33.889722,8,ef59510160,7421,9081946072
-117.818889,33.889722,4,28a111dc28,3817,9081925654
-117.818612,33.888611,4,d3b58e6b06,3751,9079690405
-117.818889,33.889444,8,fb12b313ec,7393,9079749843
-117.818889,33.889444,3,47a65e9af5,2838,9079727225
-117.818889,33.889722,8,05dfc75367,7305,9081942296
-117.818889,33.889722,3,19a47dc797,2838,9079718757
-117.818612,33.888611,3,958502dc94,2849,9079687989
-117.818889,33.889444,8,edf7ca5911,7282,9079695419
-117.818889,33.889444,8,9dd98e0d13,7367,9079659509
-117.818889,33.889444,8,bf151226c2,7417,9079662015
-117.818612,33.888888,8,d3cb7fdcec,7326,9081959738
-117.817778,33.889444,6,c3492e30f4,5527,9081990738
-117.818612,33.888611,6,7860a9754f,5442,9079681857
-117.818889,33.889444,4,d96ef01b95,3830,9081920712
-117.818889,33.889722,8,fd72d7907f,7367,9079703721
-117.818889,33.889722,4,37b01a96fe,3737,9081943880
-117.818612,33.889166,4,d5e3f47807,3739,9081893492
-117.818612,33.888888,6,e51e2d9d8c,5520,9079672133
-117.818612,33.888611,8,5bf43bed1b,7411,9081908620
-117.818889,33.889444,4,dc83d7faab,3750,9079731669
-117.818612,33.888611,8,47bebdd691,7302,9079744937
-117.818612,33.888888,4,5224f180da,3796,9081961690
-117.818889,33.889722,8,f3fce0f1f7,7441,9081925040
-117.818889,33.889444,6,d92d073816,5463,9079660743
-117.818889,33.889444,4,bb79613153,3790,9081888596
-117.818889,33.889444,4,161320a410,3702,9081886550
-117.818612,33.888888,8,d9764f2298,7311,9079671309
-117.818889,33.889444,6,e770695e08,5544,9079724139
-117.817778,33.889444,8,660bd884de,7367,9081981210
-117.818889,33.889722,8,0313beffb0,7448,9079667313
-117.818889,33.889444,3,d150603f29,2873,9081919128
-117.818889,33.889722,8,7315d87e6c,7399,9081945528
-117.818889,33.889444,3,e39fc0697c,2835,9079726561
-117.818612,33.888888,8,513bf3a116,7342,9081961236
-117.818889,33.889722,4,eee174e908,3769,9081969108
-117.818889,33.889722,4,6a0c5a90c3,3736,9081936674
-117.818889,33.889444,8,536eae6310,7315,9081977334
-117.818612,33.888611,8,8689b84cbc,7338,9079657969
-117.818889,33.889722,3,5205dfcf2d,2885,9079719859
-117.818889,33.889722,4,9090c061e2,3737,9081939592
-117.818612,33.888611,4,d6b838f28d,3804,9081902630
-117.818889,33.889444,4,75d60877fe,3809,9081973018
-117.818889,33.889444,4,d1b29c9b8e,3814,9079751843
-117.818889,33.889722,4,0049269672,3753,9079710377
-117.818612,33.888888,8,006865bda5,7333,9081897430
-117.818612,33.888888,8,e548b0f59e,7292,9079742991
-117.818889,33.889444,8,a6fb9b9286,7286,9079752477
-117.818612,33.888888,6,046867c6f8,5470,9079739869
-117.818889,33.889444,4,40916ba859,3702,9081921146
-117.818612,33.888611,6,300de80f52,5489,9079688615
-117.818889,33.889444,6,38b2496ffe,5495,9081953438
-117.818889,33.889444,3,20872715f3,2817,9079731099
-117.818612,33.888888,8,eb4d315c9b,7299,9081966272
-117.818889,33.889444,4,6882de57ba,3832,9081885890
-117.818889,33.889444,8,2c2c46c6f5,7310,9081973712
-117.818889,33.889444,4,f84908809c,3820,9081971726
-117.818612,33.888888,3,e413db86f5,2869,9081963756
-117.818889,33.889722,6,024fa962ae,5481,9081937706
-117.818889,33.889444,4,3d6fa20ddd,3683,9079664679
-117.818612,33.889166,8,2993848d46,7338,9079669265
-117.818612,33.888888,6,8998feeb87,5478,9081962090
-117.818889,33.889722,4,8825646719,3806,9079701519
-117.818889,33.889722,6,f1e44f52d2,5328,9081931870
-117.818889,33.889444,3,c1d51c6f20,2864,9081881654
-117.817778,33.889444,8,e31929f413,7424,9079761983
-117.818889,33.889444,4,faef33a19e,3710,9079729057
-117.818889,33.889444,3,cf79ee1dbf,2829,9081887206
-117.818889,33.889722,3,5046e3d031,2881,9079712939
-117.817778,33.889444,6,b5f1e89685,5528,9081989312
-117.818889,33.889722,8,22a85c4bba,7380,9081969626
-117.817778,33.889444,3,0a9221eebb,2888,9079761699
-117.818889,33.889444,8,35e5409750,7395,9081948070
-117.818612,33.888611,6,45dee7e277,5326,9079679919
-117.818889,33.889722,8,9963bac719,7333,9079714155
-117.818889,33.889722,3,c753b56e26,2844,9081932990
-117.818889,33.889444,6,79b98e5975,5441,9081919650
-117.818889,33.889722,8,139ae024fa,7321,9081930890
-117.818612,33.888611,8,17925f2222,7341,9079678115
-117.818889,33.889444,4,8b03b9b517,3787,9081948704
-117.818889,33.889444,6,2ae0b9100d,5548,9081977928
-117.817778,33.889444,8,f5a9ca021c,7411,9079757931
-117.6485,33.880557,3,374f240d7f,2866,9434594446
-117.648546,33.880614,4,52560b157c,3766,9429600555
-117.650666,33.881,4,9ec6624cfc,3708,9344348628
-117.642459,33.883634,9,680d80fdde,8532,8560858291
-117.642459,33.883634,9,b33eba906b,8520,8521473617
-117.645012,33.882319,9,e3bf081171,8523,8492071598
-117.642001,33.882833,9,f56dc36491,8522,8486904049
-117.655166,33.879501,9,7009c5488b,8492,8320055608
-117.642459,33.883634,9,2de513d45e,8212,8288487653
-117.663606,33.878966,8,11f0650277,7267,7871016146
-117.66,33.877667,9,232c1c7534,8299,7870192708
-117.66,33.877833,9,ae458ca181,8426,7869999540
-117.66,33.877833,9,8b4b6800df,8292,7870001184
-117.66,33.877667,8,9eec596ce1,7130,7869998824
-117.66,33.877833,9,2ef0101334,8438,7870000338
-123.338001,38.575069,4,17fd4b2821,3793,9447004790
-123.348773,38.595667,6,c70f47c98d,5531,9348794216
-123.329322,38.565767,6,3976cd10d4,5468,9298385592
-123.325667,38.564333,6,dea47df51d,5496,9270713235
-123.3235,38.5635,8,db0d1ae77c,7432,9273471840
-123.339461,38.574398,4,13a7828913,3675,9265734664
-123.348151,38.594644,4,2553f207aa,3746,9222185485
-123.332626,38.566698,4,6f941e4f6c,3778,9224819152
-123.332626,38.566698,4,e7b0aa0c53,3685,9222041973
-123.332626,38.566698,6,11b16c43d3,5490,9222040085
-123.332626,38.566698,6,2c160511e9,5529,9222035459
-123.332626,38.566698,8,a80b1da669,7456,9224817498
-123.332626,38.566698,4,ac45843841,3740,9222036961
-123.332626,38.566698,6,dda3e4677c,5446,9224815890
-123.332626,38.566698,4,9ee23759e3,3682,9222038293
-123.312005,38.564861,3,816b045076,2834,9221988659
-123.332626,38.566698,4,65a1079531,3756,9224807758
-123.332626,38.566698,8,7a74c62f12,7346,9222003357
-123.332626,38.566698,8,6e2e00def7,7458,9224789298
-123.332626,38.566698,8,a3b17399f3,7290,9222021543
-123.332626,38.566698,6,7cfea991a6,5475,9224794770
-123.332626,38.566698,3,22f004e554,2816,9224799616
-123.332626,38.566698,6,52cb46bfdf,5513,9224783962
-123.332626,38.566698,4,3b11bf48c4,3740,9224793666
-123.332626,38.566698,8,1956ffae9b,7391,9224801282
-123.332626,38.566698,3,0b34da07d2,2843,9222022385
-123.332626,38.566698,3,35233ecbac,2884,9222028185
-123.332626,38.566698,6,d8fb2f5eed,5511,9222019441
-123.332626,38.566698,8,a46147e8f5,7364,9221982649
-123.332626,38.566698,8,fa07caa55f,7349,9221986579
-123.332626,38.566698,8,96bf308efc,7395,9222000765
-123.332626,38.566698,4,c992c2bb42,3808,9222030807
-123.332626,38.566698,6,71d9bef1ca,5334,9222032159
-123.332626,38.566698,8,f2e2fe99e0,7352,9224761582
-123.332626,38.566698,4,f832a93f6c,3821,9221998339
-123.332626,38.566698,8,e5e889aed6,7373,9222026965
-123.332626,38.566698,4,937a672864,3690,9224760232
-123.312005,38.564861,8,c3c749b8ba,7354,9221992499
-123.332626,38.566698,8,e7f80b129f,7333,9224786874
-123.332626,38.566698,8,5d526bde32,7286,9221976317
-123.332626,38.566698,8,73b0f9eb23,7316,9224811072
-123.312005,38.564861,3,0aab2f8308,2874,9221991425
-123.332626,38.566698,6,079a5e3a55,5540,9222013835
-123.312005,38.564861,6,b582a7cc0d,5329,9221990287
-123.332626,38.566698,8,a0965c22be,7307,9224786114
-123.332626,38.566698,8,0d5c4052e5,7288,9222024161
-123.332626,38.566698,4,2676855505,3729,9224781408
-123.332626,38.566698,6,101c9e3c9c,5502,9222026329
-123.332626,38.566698,6,b9e15cd642,5465,9222034069
-123.332626,38.566698,8,bb8cd82a17,7410,9222015825
-123.332626,38.566698,4,9eba628396,3810,9221975047
-123.312005,38.564861,3,e544d119ff,2812,9221989451
-123.332626,38.566698,8,fddcaefb11,7390,9224802038
-123.332626,38.566698,3,dc22cf74d9,2807,9221973667
-123.332626,38.566698,4,4ab236a45d,3731,9224748462
-123.332626,38.566698,8,4635e8c8e1,7348,9222029489
